titulo_puesto,empresa,descripcion_puesto,modalidad,salario,localidad,fecha_posteo,nivel_de_experiencia,tipo_empleo,pais,latitud,longitud
Consultor Jr. de Analítica de Datos (Remoto),LLYC,"Desde LLYC proponemos a nuestros clientes que se anticipen y que “abracen” la disrupción para utilizarla como palanca y no verla a modo de freno. Los esfuerzos en innovación que hemos venido desarrollando han dado lugar a un área, Deep Digital Business, en el que unimos tres disciplinas: Digital, Tecnología / Data Analytics y Marketing Digital. Hoy todos los retos que nos plantean los clientes exigen respuestas que combinan estrategias digitales, despliegues de sistemas basados en inteligencia artificial y metodologías propias del marketing de captación.Los deberes y responsabilidades del Data Analyst incluyen: revisar, certificar, analizar y procesar datos e información dentro de las hipótesis discursivas de piezas de comunicación en línea para respaldar un proceso integral de recomendaciones y estrategias de comunicación.Qué Ofrecemos Apoyar al equipo de Data Analisys & Intelligence con análisis de información de diversas fuentes de datos para tener una visión determinada de los sectores a analizar. Diseño y generación de dashboards para distintos proyectos para el entendimiento de datos y sustentación de las estrategias. Creación de modelos relacionales para poder consolidar y analizar información de múltiples fuentes de datos. Redacción de informes con base en datos sobre diversos temas y sectores. Realizar investigaciones y análisis de datos para sustentar hipótesis de los análisis discursivos.Qué Buscamos Experiencia entre 1 - 3 años en el área. Habilidades de análisis de datos. Capacidad para examinar y comprender discursos de comunicación. Orientado a resultados (completar las actividades en plazos determinados) y detalles. Compromiso con el cumplimiento ético y de integridad de LLYC.Qué Necesitamos Profesionales de las carreras de Comunicación, Marketing, Economía, Estadística, Periodismo, Ingeniería de sistemas, Tecnologías de la información o afines. Nivel intermedio-avanzado de Excel. Nivel intermedio-avanzado de inglés.Qué Valoramos Conocimiento de alguna plataforma de Business Intelligence Conocimiento de programación en Python, R Tableau Comunicación Visual Metodologías ágilesEn LLYC creemos en la diversidad e inclusión. Estamos comprometidos en promover un lugar y ambiente de trabajo diverso e incluyente, en el cual todo nuestro personal, sin importar su género, edad, origen étnico, condición social o económica, orientación sexual, expresión o identidad de género, condición física o de salud, religión, afiliación política, o cualquiera otra diferencia o condición, tenga la oportunidad real de desarrollarse y alcanzar su potencial.",remote,0,Peru,2023-04-05,Intermedio,Fulltime,Peru,-6.8699697,-75.0458515
Especialista Avanzado de Gestión (Análisis de Datos),J.E.J. INGENIERÍA S.A.,"J.E.J. Ingeniería busca el cargo Especialista Avanzado de Gestión, para con contrato con Codelco. Las funciones se desarrollarán bajo sistema de teletrabajo.Requisitos Formación profesional en Ingeniería Civil cualquier especialidad y/o Ingeniería Comercial. Al menos 5 años de experiencia general. Desde 3 años de experiencia específica en puestos similares. Experiencia en Sourcing Estratégico/Planificación Estratégica. Experiencia construyendo algoritmos que combinan conocimientos estadísticos, de programación y matemáticos (Data Analitics). Conocimientos avanzados en Power BI. Residencia a lo largo del país, con disponibilidad a trabajar 100% bajo sistema de teletrabajo.En J.E.J. Ingeniería somos una compañía con más de 29 años de experiencia en el mercado -fundada en 1992-, especializada en el Desarrollo de Ingenierías, Gestión de Proyectos, Gestión de compras y contratos, Gestión de Control de Terreno y Puestas en Marcha. Nuestro propósito es desarrollar junto a nuestros clientes, proyectos que permitan prosperar a las generaciones actuales y futuras. Contamos con un equipo de profesionales multidisciplinarios de más de 1.300 personas de diversas especialidades y vasta experiencia en el campo de Proyectos y Servicios de Ingeniería. Destacamos por tener una cultura Innovadora, Diversa e Inclusiva, que genera riqueza para nuestras generaciones actuales y futuras.Valoramos nuestras diferencias y lo que hace a cada persona única, es por ello que promovemos la diversidad, equidad y conciliación en todas nuestras prácticas. Hoy contamos con una política en esta materia y todas nuestras ofertas laborales se enmarcan en la ley 21.015, que incentiva la inclusión de personas con discapacidad en el ámbito laboral. En caso que durante tu postulación requieras algún ajuste razonable para participar del proceso, cuéntanos para que podamos apoyarte y participes en igualdad de condiciones.",remote,0,Chile,2023-02-03,Ejecutivo,Fulltime,Chile,-31.7613365,-71.3187697
ANALISTA DE DADOS JÚNIOR | ESPANHOL,Winnin,"Sobre a WinninO Winnin Insights é uma plataforma que, por meio de Inteligência Artificial, consolida dados das maiores plataformas de vídeo do mundo e te permite analisar, entender e criar estratégias data-driven de conteúdos em vídeo para transformar a sua fábrica de conteúdo, estar à frente da concorrência e se conectar verdadeiramente com a sua audiência.Na Winnin, somos apaixonados pelo nosso trabalho, sonhamos grande e buscamos sempre agir e pensar muito além de qualquer caixa. Somos, acima de tudo, um time. Afinal, quando diferentes talentos se unem em torno de um mesmo objetivo e compartilham conhecimento, coisas incríveis acontecem. É isso que buscamos viver todos os dias.#BeAWinnerSobre Suas Demandas Desenvolver e contribuir com estratégias de captura, evolução e construção de estruturas para organização de dados; Realizar pesquisas e mapeamentos culturais nas principais plataformas de mídias sociais; Desenvolver e proporcionar a manutenção conceitual do produto; Extrair dados de diferentes fontes, além de realizar tratamento e limpeza dos dados. Ensino Superior Completo em Letras (Espanhol), Biblioteconomia, Comunicação e/ou Marketing, Tecnologia ou Áreas afins; Conhecimento em Mídias Sociais; Espanhol fluente. Vale alimentação e/ou refeição; Assistência médica; Assistência odontológica; Auxílio Home Office; Disponibilizamos computador e ferramentas necessárias para que você trabalhar com conforto; 4 Days Work Week (estamos experimentando o modelo de trabalho como uma forma de estimular a saúde mental da equipe. Está sob constante análise, sem compromisso de perpetuação); Workshops recorrentes com líderes da indústria (Winnin Friends e Winnin Talks); Grupos de Afinidades; Onboarding de boas vindas; Ambiente animado, descontraído, com muita liberdade para criação, diverso e inclusivo.",remote,0,Brazil,2023-03-09,Ayudante,Fulltime,Brazil,-10.3333333,-53.2
ANALISTA DE DADOS JÚNIOR | INGLÊS,Winnin,"Sobre a Winnin e o Nosso ProdutoNa Winnin, somos apaixonados pelo nosso trabalho, sonhamos grande e buscamos sempre agir e pensar muito além de qualquer caixa. Somos, acima de tudo, um time. Afinal, quando diferentes talentos se unem em torno de um mesmo objetivo e compartilham conhecimento, coisas incríveis acontecem. É isso que buscamos viver todos os dias.O Winnin Insights é uma plataforma que, por meio de Inteligência Artificial, consolida dados das maiores plataformas de vídeo do mundo e te permite analisar, entender e criar estratégias data-driven de conteúdos em vídeo para transformar a sua fábrica de conteúdo, estar à frente da concorrência e se conectar verdadeiramente com a sua audiência.#BeAWinnerSobre As Suas Demandas Desenvolver e contribuir com estratégias de captura, evolução e construção de estruturas para organização de dados; Realizar pesquisas e mapeamentos culturais nas principais plataformas de mídias sociais; Desenvolver e proporcionar a manutenção conceitual do produto; Extrair dados de diferentes fontes, além de realizar tratamento e limpeza dos dados. Ensino Superior Completo em Letras (Inglês), Biblioteconomia, Comunicação e/ou Marketing, Tecnologia ou Áreas afins; Experiência minima de 1 ano na função; Conhecimento sobre dados relacionados a Mídias Sociais; Inglês fluente.Conhecimento Que Te Destacam Experiência atuando com modelo de negócio SaaS; Conhecimento em Banco de Dados ou com linguagens de programação; Conhecimento em Espanhol ou em outra língua; Conhecimento em Plataforma No-code. Auxilio alimentação/refeição; Assistência médica; Assistência odontológica; Auxílio Home Office; Gympass; Disponibilizamos computador e ferramentas necessárias para que você trabalhar com conforto; 4 Days Work Week (estamos experimentando o modelo de trabalho como uma forma de estimular a saúde mental da equipe. Está sob constante análise, sem compromisso de perpetuação); Workshops recorrentes com líderes da indústria (Winnin Friends e Winnin Talks); Grupos de Afinidades; Onboarding de boas vindas; Ambiente animado, descontraído, com muita liberdade para criação, diverso e inclusivo.",remote,0,Brazil,2023-03-09,Ayudante,Fulltime,Brazil,-10.3333333,-53.2
Analista de Inteligência Operacional,Mercafacil,"Sobre nósA Mercafacil foi feita para fazer a diferença na transformação do varejo.Temos certeza que podemos fazer isso quando tornamos possível entender as individualidades de cada um que estão no comportamento de compra e traduzir isso em conversão de vendas para o varejista.Vamos muito além de sistemas, somos uma empresa feita por pessoas e para pessoas, que utiliza a tecnologia como um meio de sempre melhorar a experiência de consumo e diariamente aperfeiçoar o varejo de maneira criativa e funcional.Ainda temos muito a fazer para melhorar a experiência do consumidor do varejo, e você pode fazer parte dessa história. Vem fazer história com a gente!Importante:O nosso processo seletivo começa na inscrição! Se você está realmente a fim de fazer parte do nosso time, capriche nessa etapa do processo. Nós analisamos todos os candidatos individualmente e damos retorno mesmo para quem não segue no processo.Toda comunicação é feita por e-mail, então fique atento às nossas mensagens e libere o domínio @mercafacil.com para nossos e-mails não irem parar no spam.Responsabilidades e atribuiçõesMissão: Como Analista de Inteligência Operacional você será responsável por criar e garantir o controle, manipulação e gerenciamento dos dados gerados na área de Operações com o objetivo de ter controle de todos os fluxos de dados, relatórios e dashboards. Possibilitará que os dados gerem diagnósticos, insights e melhorias de processos e performance.Além disso, terá a responsabilidade de unificar os dados entre áreas, seja por mudança/melhoria de processos ou por integração de ferramentas, garantindo a fidelidade dos dados.Seu Dia a Dia será:Atualização e manutenção dos dados que populam ferramentas de gestão utilizadas pela equipe de Operações;Criar ou mudar processos para que o controle de dados seja garantido;Instruir de maneira documentada como deve ser seguido determinados processos para garantir que os dados gerados sejam corretos;Auxiliar os líderes das áreas de Operações em demandas específicas como relatórios e dashboards;Desenvolver documentação que permita termos de forma escalável o treinamento de novos integrantes quanto ao uso/manipulação de dados.Monitorar as metas das áreas de Operações através do Qulture, Pulses, SenseData e planilhas;Promover a governança de dados e a organização dos processos;Realizar análises para gerar insights e apresentar resultados de forma compreensível pelas áreas de negócios, sem perda de rigor científico;Auxiliar as equipes na utilização das ferramentas de coleta e visualização de dados e no entendimento das análises;Observar oportunidades de melhorias e automatização nos processos de geração e visualização de dados.Criar, desenvolver e dar manutenção nos dashboards da área.Desenvolver modelos preditivos que suportem tomadas de decisão do negócio;Levantamento, arquitetura, análise, desenvolvimento e implantação de projetos baseados em ferramentas de BI (PowerBI, Data Studio, etc)Servir como ponto focal para discutir a adoção de novas ferramentas.Requisitos e qualificaçõesNosso match será perfeito se: Desejável: Graduação em Estatística, Data Science, Matemática, Ciência da computação ou áreas relacionadas; Inglês para leitura técnica; Experiência com data analytics e business intelligence;Conhecimento em Microsoft Power BI / Data Studio / Tableau;Conhecimento em SQL;Experiência em gestão de projetos será um diferencial;Experiência com análise, interpretação e criação de relatórios/dashboards;Experiência em gerenciamento de dados e criação de processos que sejam escaláveis;Ter conhecimento ou experiência em Python é um diferencial;Ter conhecimento ou experiência em SQL é um diferencial;Ter conhecimento ou experiência em Google Sheets é um diferencial;O Que Buscamos:É fundamental ser organizado e se adaptar a demandas inesperadas;Ser curioso, inquieto e querer inovar é indispensável;Capacidade de gestão do tempo, com atuação multitask;Ter facilidade para se comunicar com diversas áreas e stakeholders;Forte capacidade analitica e de resolução de problemas;Excelente comunicação escrita e verbal;Forte capacidade analitica e de resolução de problemas;Excelente raciocínio lógico;Lideranças de Operações;Informações adicionaisO que vamos te oferecer:🩺Saúde em primeiro lugar!Assistência médica para você e seus dependentes 100% custeados pela gente;Assistência odontológica para você e seus dependentes 100% custeado pela gente;Seguro de vida.GympassLicença maternidade e paternidade estendida 😉Acreditamos que cada pessoa é única!Benefícios flexíveis com o cartão Caju | VR/VA, mobilidade, educação e Cultura;Birthday-off para você comemorar seu niver.Day-off para mudança de casa👩‍💻Respeitamos seu jeito de trabalhar!Remote First: home office aqui é realidade!No Dress Code. 🚀Queremos que sua carreira voe!Avaliação de Desempenho estruturada;Convênios corporativos;Cultura de Feedback e 1:1 frequentes.#VemserMerca",remote,0,Brazil,2023-03-25,0,Fulltime,Brazil,-10.3333333,-53.2
Jefe de indicadores y análisis de datos organizacionales,Audifarma S.A,"Audifarma S.A se encuentra en búsqueda del mejor talento a nivel nacional.Cargo: Jefe de proyecciones y analítica de datosMisión del cargo: Garantizar la definición, administración y control del modelo de medición organizacional y de los modelos de proyecciones organizacionalesProfesional con especialización en áreas relacionadas.Importante conocimiento y análisis en data relacionada a Metas, indicadores, calidad y conocimiento en Balanced Scorecard (BSC).Sus Principales Funciones Administrar los modelos de medición y proyección organizacional. Definir, direccionar e implementar los modelos de medición y proyección organizacional. Garantizar la elaboración de las proyecciones corporativas requeridas para formular la planeación financiera a mediano plazo y presupuestos anuales. Garantizar la implementación de los modelos de verificación de la gestión corporativa. Aportar en la definición, medición y monitoreo de riesgos estratégicos organizacionales.ღ Plan de beneficios pensados para ti y tu familia.ღ Acceso a descuentos especiales en nuestras drogueríasღ Beneficio monetario consignado a pensión voluntariaღ Acceso a fondo de empleados el cual cuenta con un amplio portafolio de Servicios, Convenios, Líneas de Crédito y Ahorro y un Plan de bienestar que incluye auxilios, obsequios, kits escolares y muchos más beneficios.*100% trabajo en casa*Que esperas para ser parte de la trasformación !!",remote,0,Colombia,2023-01-21,Director,Fulltime,Colombia,4.099917,-72.9088133
Jefe de indicadores y análisis de datos organizacionales,Audifarma S.A,"Audifarma S.A se encuentra en búsqueda del mejor talento a nivel nacional.Cargo: Jefe de proyecciones y analítica de datosMisión del cargo: Garantizar la definición, administración y control del modelo de medición organizacional y de los modelos de proyecciones organizacionalesProfesional con especialización en áreas relacionadas.Importante conocimiento y análisis en data relacionada a Metas, indicadores, calidad y conocimiento en Balanced Scorecard (BSC).Sus Principales Funciones Administrar los modelos de medición y proyección organizacional. Definir, direccionar e implementar los modelos de medición y proyección organizacional. Garantizar la elaboración de las proyecciones corporativas requeridas para formular la planeación financiera a mediano plazo y presupuestos anuales. Garantizar la implementación de los modelos de verificación de la gestión corporativa. Aportar en la definición, medición y monitoreo de riesgos estratégicos organizacionales.ღ Plan de beneficios pensados para ti y tu familia.ღ Acceso a descuentos especiales en nuestras drogueríasღ Beneficio monetario consignado a pensión voluntariaღ Acceso a fondo de empleados el cual cuenta con un amplio portafolio de Servicios, Convenios, Líneas de Crédito y Ahorro y un Plan de bienestar que incluye auxilios, obsequios, kits escolares y muchos más beneficios.*100% trabajo en casa*Que esperas para ser parte de la trasformación !!",remote,0,Colombia,2023-01-21,Director,Fulltime,Colombia,4.099917,-72.9088133
Jefe de indicadores y análisis de datos organizacionales - BSC,Audifarma S.A,"Audifarma S.A se encuentra en búsqueda del mejor talento a nivel nacional.Cargo: Jefe de proyecciones y analítica de datosMisión del cargo: Garantizar la definición, administración y control del modelo de medición organizacional y de los modelos de proyecciones organizacionalesProfesional con especialización en áreas relacionadas.Importante conocimiento y análisis en data relacionada a Metas, indicadores, calidad y conocimiento en Balanced Scorecard (BSC).Sus Principales Funciones Administrar los modelos de medición y proyección organizacional. Definir, direccionar e implementar los modelos de medición y proyección organizacional. Garantizar la elaboración de las proyecciones corporativas requeridas para formular la planeación financiera a mediano plazo y presupuestos anuales. Garantizar la implementación de los modelos de verificación de la gestión corporativa. Aportar en la definición, medición y monitoreo de riesgos estratégicos organizacionales.ღ Plan de beneficios pensados para ti y tu familia.ღ Acceso a descuentos especiales en nuestras drogueríasღ Beneficio monetario consignado a pensión voluntariaღ Acceso a fondo de empleados el cual cuenta con un amplio portafolio de Servicios, Convenios, Líneas de Crédito y Ahorro y un Plan de bienestar que incluye auxilios, obsequios, kits escolares y muchos más beneficios.*100% trabajo en casa*Que esperas para ser parte de la trasformación !!",remote,0,Colombia,2023-02-04,Director,Fulltime,Colombia,4.099917,-72.9088133
Estágio Análise e Desenvolvimento - Ribeirão Preto,Target Sistemas,"Somos a Target, uma empresa de tecnologia focada em atender necessidades do mercado de distribuição! Buscamos entregar mais do que softwares de gestão, entregamos inteligência, automatização, bom relacionamento, e todo tipo suporte para nossos clientes, mantendo uma relação de proximidade e parceria!Somos transparentes, bastante unidos, cooperativos, flexíveis, adoramos ideias novas e trabalhamos muito em equipe, muito mesmo! Então procuramos alguém que goste desse jeito Target de ser 😊Então se você curte tecnologia, gosta de conversar, ter autonomia, ambiente dinâmico, flexível e de trabalhar com pessoas incríveis, vem com a gente!!O Processo terá todas as etapas online!Responsabilidades e atribuiçõesNo nosso programa de estágio você realizará correções de BUG's e participará de ciclos de desenvolvimento, sempre aprendendo e contribuindo com o time. A principal atividade será atuar como desenvolvedor para produtos web e mobile.Somos adeptos a autogestão, então você decide como irá se organizar para desempenhar o trabalho da melhor maneira. E já sabe né? Dando o seu melhor para a Target, saiba que reconhecimento não vai faltar.Requisitos e qualificaçõesCursando preferencialmente em: Engenharia da Computação, Ciência da Computação, Sistemas da Informação, Análise e Desenvolvimento de Sistemas, Gestão em Tecnologia da Informação e Matemática. Se formar a partir de 06/2024; Lógica de programação DiferencialConhecimento em alguma linguagem de programação (Java/Android, Flutter, C#, NodeJs, Angular) Conhecimento em Banco de Dados SQL Server ou NOSQL; Informações adicionais30 horas semanais (6 horas p/dia);Bolsa auxílio: R$ 1 302,73;Vale alimentação/refeição: R$ 429,43;Remoto;Vale Transporte (se necessário, à combinar);BenefíciosInvestimento ao desenvolvimento profissional. A Target paga 50% do valor do seu curso complementar;Acesso à plataforma Alura;Bônus anual; Day-Off no mês do aniversário; Gympass",remote,0,Brazil,2023-03-01,0,Fulltime,Brazil,-10.3333333,-53.2
Analista de Dados Junior,Webjump,"Como Analista de Dados Junior na WEBJUMP, você terá como responsabilidade realizar a implementação de sistemas de coleta, armazenamento, transformação, visualização e análise de dados de e-commerce e operações online.Responsabilidades e atribuiçõesImplementação de ferramentas de Analytics;Criação de painéis e relatórios;Apresentação de indicadores.Requisitos e qualificaçõesInglês intermediário/avançado;Conhecimento em Google Analytics 4, Google Tag Manager, Datastudio;Conhecimento em JavaScript, HTML, CSS;Conhecimento em ETL;Disposição para ensinar o que sabe e aprender coisas novas;Disposição para compartilhar conhecimento e aprender coisas novas.Diferenciais:Experiência com E-commerce ou Marketing Digital;Conhecimento de Adobe Analytics, Banco de Dados, Estatística.Informações adicionaisContratação CLT.",remote,0,Brazil,2023-04-06,0,Fulltime,Brazil,-10.3333333,-53.2
ANALISTA DE DADOS DE NEGÓIOS JR,Geofusion,"Na Geofusion, somos fascinados por metodologias que dirigem nossos clientes às grandes decisões de suas companhias. É através do desenvolvimento e implementação delas que conseguimos transformar a realidade de tantas empresas que confiam uma parte de sua inteligência e estratégia a nós.Somos líderes em inteligência geográfica de mercado no País, atendendo aos mais diversos segmentos com nossas soluções.Nossos times lidam diariamente com grandes desafios, interagindo em um ambiente leve que proporciona liberdade para agir e decidir. Nossas pessoas são continuamente incentivadas a se desenvolverem como excelentes profissionais e humanos, com total respeito à diversidade dentro da empresa.Venha realizar o extraordinário com a gente!Aqui na Geofusion trabalhamos com dados muito importantes para nossos clientes e parceiros realizarem o extraordinário, por isso, estamos à procura de um novo #Geolover para fazer parte do nosso time de Dados.Dentre Outros Pontos, Você IráAuxiliar partes interessadas na definição do escopo de uso dos dados da Geofusion de projetos de pequeno/médio porte com o time de Analytics;Modelar os dados dentro da estrutura atual;Criar relatórios, visualizações e dashboards de indicadores na nossa plataforma de dados;Garantir o uso correto dos dados na companhia;Diagnosticar cenários com base nas variações e tendências de dados, visando melhorias nos processos de Business Intelligence da companhia;Ser um multiplicador da cultura data-driven das áreas, apoiando o self-service BI e os usuários no consumo de dados e geração de informações;Contribuir na implementação dos modelos que suportem o ciclo de vida dos dados;Capacidade para desenvolver relacionamentos, comunicação interpessoal.Conhecimentos (Saber)Ter conhecimento de implementação de Banco de dados relacional e soluções Big Data;Conhecimento ferramentas de Data Visualization;Linguagens de programação: Python (bibliotecas Pandas, Arrow, scikit-learn, PySpark) básico;Noção de ambientes cloud AWS e GCP;Cursando bacharel em ;Noção do ciclo de vida dos dados;Noção de modelagem de dados;Noção de ferramentas de ingestão, orquestração, visualização e repositório de dados;Noção sobre ambientes de Data Warehouse;Inglês básico.Habilidades (Saber Fazer)Data StorytellingGarantir que cada solicitação de dados esteja em conformidade com as regras e padrões de negócios;Manter relacionamento com clientes para alinhamento de expectativas, ações e resultados.Ter Habilidade em comunicar os insights de forma clara e capacidade de traduzir os dados técnicos em termos de negócio.BenefíciosVale Refeição/ Vale Alimentação (Flexível);Seguro de vida;Auxílio Creche;Plano Saúde e Odontológico;GymPass e TotalPass;DayOff na semana do seu aniversário;Participação nos lucros e resultados da empresa (variável);Ginástica Laboral;Ajuda de custo com internet.",remote,0,Brazil,2023-03-29,0,Otro,Brazil,-10.3333333,-53.2
Consultor Jr. de Analítica de Datos (Remoto),LLYC,"Desde LLYC proponemos a nuestros clientes que se anticipen y que “abracen” la disrupción para utilizarla como palanca y no verla a modo de freno. Los esfuerzos en innovación que hemos venido desarrollando han dado lugar a un área, Deep Digital Business, en el que unimos tres disciplinas: Digital, Tecnología / Data Analytics y Marketing Digital. Hoy todos los retos que nos plantean los clientes exigen respuestas que combinan estrategias digitales, despliegues de sistemas basados en inteligencia artificial y metodologías propias del marketing de captación.Los deberes y responsabilidades del Data Analyst incluyen: revisar, certificar, analizar y procesar datos e información dentro de las hipótesis discursivas de piezas de comunicación en línea para respaldar un proceso integral de recomendaciones y estrategias de comunicación.Qué ofrecemos:- Apoyar al equipo de Data Analisys & Intelligence con análisis de información de diversas fuentes de datos para tener una visión determinada de los sectores a analizar. - Diseño y generación de dashboards para distintos proyectos para el entendimiento de datos y sustentación de las estrategias. - Creación de modelos relacionales para poder consolidar y analizar información de múltiples fuentes de datos. - Redacción de informes con base en datos sobre diversos temas y sectores. - Realizar investigaciones y análisis de datos para sustentar hipótesis de los análisis discursivos.Qué buscamos:- Experiencia entre 1 - 3 años en el área.- Habilidades de análisis de datos.- Capacidad para examinar y comprender discursos de comunicación.- Orientado a resultados (completar las actividades en plazos determinados) y detalles.- Compromiso con el cumplimiento ético y de integridad de LLYC. Qué necesitamos:- Profesionales de las carreras de Comunicación, Marketing, Economía, Estadística, Periodismo, Ingeniería de sistemas, Tecnologías de la información o afines. - Nivel intermedio-avanzado de Excel.- Nivel intermedio-avanzado de inglés.Qué valoramos:- Conocimiento de alguna plataforma de Business Intelligence- Conocimiento de programación en Python, R - Tableau - Comunicación Visual - Metodologías ágiles En LLYC creemos en la diversidad e inclusión. Estamos comprometidos en promover un lugar y ambiente de trabajo diverso e incluyente, en el cual todo nuestro personal, sin importar su género, edad, origen étnico, condición social o económica, orientación sexual, expresión o identidad de género, condición física o de salud, religión, afiliación política, o cualquiera otra diferencia o condición, tenga la oportunidad real de desarrollarse y alcanzar su potencial.",remote,0,Peru,2023-03-27,No corresponde,Otro,Peru,-6.8699697,-75.0458515
Analista de Dados/Analytcs Junior/Pleno,Kalendae,"Atuamos desde 2005 no mercado brasileiro, oferecendo serviços de co-sourcing e consultoria, além de desenvolvimento de aplicações, segurança da informação, consultoria em serviços de infraestrutura on premise e em cloud e capacitação em gerenciamento de serviços de TI e Negócios.Que tal fazer parte deste time de sucesso?#VempraKalendaeResponsabilidades e atribuiçõesAtividades:Acompanhamento das rotinas da área;Execução de macros no Excel.Análise e exploração de dados:Ferramentas: Oracle, Python, PySparkCriação de novos processos:Ferramentas: Oracle, Python, PySpark, SQL ServerDocumentação de processos:Ferramentas: Jira/ConfluenceCriar validações de dados:Ferramentas: Oracle, Python, PySpark, AWSRequisitos e qualificaçõesPerfilEngajamento, comprometimento e senso de dono;Comunicação efetiva e construção de relacionamentos;Relacionamento interpessoal, capaz de interagir com as pessoas em todos os níveis; trabalho em equipe;Orientado (a) para ações e resultados e Organizado (a);Conhecimentos das ferramentas Excel, SAS, PowerBI e PythonGraduação - CursandoInformações adicionaisLocal de trabalho: Modelo Hibrido – Alphaville - Visitar esporádicas ao escritório por solicitação do cliente.Horário: Das 09h às 18h - Segunda a Sexta-feira",remote,0,Brazil,2023-03-29,0,Fulltime,Brazil,-10.3333333,-53.2
JR Data Analyst - US Tech Startup 🚐 - 🚩 Remote,Prometeo Talent | High-quality HR & recruitment services,"Job Summary:RoverPass, a fast-growing startup that helps campgrounds and RV parks attract more customers, is seeking a Jr. Data Analyst to join our team. The ideal candidate should be skilled in SQL, BI reporting, and Looker studio or similar tools, with a good understanding of big data. Knowledge in Python is a plus. The Jr. Data Analyst will be responsible for creating, updating, and optimizing SQL scripts, creating and updating BI reports, ensuring data quality, and communicating with customers to understand their data-related needs.https://www.youtube.com/watch?v=RaycWHRyof8Responsibilities:Develop and maintain SQL scripts to retrieve, analyze, and visualize data for various business needsCreate and update BI reports using Looker studio or similar toolsMonitor and ensure data quality by identifying data discrepancies and collaborating with the team to resolve themCollaborate with cross-functional teams to identify and propose solutions for data-related issuesWork closely with customers to understand their data needs and develop custom reportsKeep up-to-date with the latest data analysis tools and techniques and implement them as neededAssist senior data analysts with complex data analysis projectsRequirement:Bachelor's degree in a related field such as Computer Science, Statistics, or MathematicsProficient in SQL and BI reporting tools such as Looker studio or similarFamiliarity with big data technologies and conceptsExperience with Python is a plusStrong analytical and problem-solving skillsExcellent English communication skillsAbility to work independently and collaboratively in a fast-paced environmentDetail-oriented with a focus on delivering accurate and reliable resultsIf you are passionate about data analysis and want to be a part of a small and dynamic team that is changing the game for campgrounds and RV parks, apply now to join RoverPass as a Jr. Data AnalystWhat do we offer?Flexible Working Hours 🤸🏻⏰100% remote work 🏡Competitive USD salary 🤩Paid Time Off / vacations 💪🏻🏝Local Holidays 🗓Paid Maternity/Paternity Leave 🐣",remote,0,Mexico,2023-04-07,Intermedio,Fulltime,Mexico,23.6585116,-102.0077097
JR Data Analyst - US Tech Startup 🚐 - 🚩 Remote,Prometeo Talent | High-quality HR & recruitment services,"Job Summary:RoverPass, a fast-growing startup that helps campgrounds and RV parks attract more customers, is seeking a Jr. Data Analyst to join our team. The ideal candidate should be skilled in SQL, BI reporting, and Looker studio or similar tools, with a good understanding of big data. Knowledge in Python is a plus. The Jr. Data Analyst will be responsible for creating, updating, and optimizing SQL scripts, creating and updating BI reports, ensuring data quality, and communicating with customers to understand their data-related needs.https://www.youtube.com/watch?v=RaycWHRyof8Responsibilities:Develop and maintain SQL scripts to retrieve, analyze, and visualize data for various business needsCreate and update BI reports using Looker studio or similar toolsMonitor and ensure data quality by identifying data discrepancies and collaborating with the team to resolve themCollaborate with cross-functional teams to identify and propose solutions for data-related issuesWork closely with customers to understand their data needs and develop custom reportsKeep up-to-date with the latest data analysis tools and techniques and implement them as neededAssist senior data analysts with complex data analysis projectsRequirement:Bachelor's degree in a related field such as Computer Science, Statistics, or MathematicsProficient in SQL and BI reporting tools such as Looker studio or similarFamiliarity with big data technologies and conceptsExperience with Python is a plusStrong analytical and problem-solving skillsExcellent English communication skillsAbility to work independently and collaboratively in a fast-paced environmentDetail-oriented with a focus on delivering accurate and reliable resultsIf you are passionate about data analysis and want to be a part of a small and dynamic team that is changing the game for campgrounds and RV parks, apply now to join RoverPass as a Jr. Data AnalystWhat do we offer?Flexible Working Hours 🤸🏻⏰100% remote work 🏡Competitive USD salary 🤩Paid Time Off / vacations 💪🏻🏝Local Holidays 🗓Paid Maternity/Paternity Leave 🐣",remote,0,Colombia,2023-04-07,Intermedio,Fulltime,Colombia,4.099917,-72.9088133
