titulo_puesto,empresa,descripcion_puesto,modalidad,salario,localidad,fecha_posteo,nivel_de_experiencia,tipo_empleo,pais
Data Engineer,TRACTIAN,"Why join usTractian is reimagining industrial systems so every frontline worker can realize their full potential. As the industrial OS, we're building software and hardware in one place—disrupting long-entrenched institutions with products and experiences that better serve the ambitions of our customers.Working at Tractian allows you to push your limits, challenge the status quo, and collaborate with some of the brightest minds in the industry. We'll give you challenging goals and expect you to figure out the details of how to get there. We are a growth-stage startup and you will work directly with the founders, helping to define the vision, product and user experience.Data at TractianThe Data organization develops infrastructure, statistical models, and products using IoT data. Our Scientists and Engineers work together to make data—and insights derived from data—a core asset across the company. Our work is ingrained in Tractian’s decision-making process, in the efficiency of our operations and insights, and in the industry-leading experience we provide our consumers.What you'll doBeing a strong partner to the Data Team, as a Data Engineer, you will support Database Platform Engineering in the architecture, development, and deployment of Cassandra technology in high SLA environments. This includes, but is not limited to, advanced to expert engineering and implementation of the requirements of the role.ResponsibilitiesInstall, configure, monitor, upgrade and maintain Cassandra/Scylla databases in production and non-production environmentsManage, support, and maintain database NoSQL (MongoDB) and SQL (PostgreSQL) technologies and infrastructures, adhering to the architectural guidelines and policiesPhysical implementation of databases, storage structures, high-availability solutions, replication, and disaster recovery solutionsRegular database capacity planning related to database growth and system utilization, trend analysis, predictive future database resource requirements, and the structured organized reporting of the sameAdapt business requirements, model data, and develop database specifications, tables, and element attributesAbility to work well as a team and as an individual with minimal supervisionRequirements3+ yrs of SQL and/or NoSQL experience2+ years of Cassandra/Scylla DBA experience1+ year of prior contact with Python1+ year of exposure to JavaScriptExperience in shell scripting / terraformAbility to complete tasks independentlyBonus PointsExperience with data storage solutions, working with different databases (S3 or Mongo)Knowledge designing event-driven applications (like Kafka)CompensationCompetitive salary and stock optionsGymPass so you don't sit/work all day30 days of paid annual leaveEducation and courses stipendEvery 3 years, earn a trip anywhere in the worldDay off in the week of your birthday",hybrid,0,Brazil,2023-02-03,Ayudante,Fulltime,Brazil
Data Engineer - Junior - AWS,DWConsulware,"Implementación y Automatización de procesosRequisitos Universitario titulado en la carrera de Ingeniería de Sistemas de Información, Ingeniería de Sistemas, Software, Ciencia de la Computación o afines. Experiencia mínimo 1 año en proyectos de banca, telecomunicación, retail o seguroConocimientos Base de datos PLQ/ SQL, Oracle Python, spark, scala, hadoop AWS (cursos, conocimientos teoricos)Herramientas de visualizacionBeneficios Planilla completa desde el primer dia Capacitaciones Linea de carrera EPS cubierto al 30% Buen clima laboralFundada en 1998 , DWConsulware es líder en soluciones para la administración del desempeño corporativo (CPM).Nuestros productos y servicios permiten que las organizaciones alcancen un alto desempeño planificando , presupuestando y pronosticando , monitoreando con alertas y tableros de control , y analizando con inteligencia de negocios",hybrid,0,Peru,2023-02-07,Sin experiencia,Fulltime,Peru
Data Engineer,Instacredit,"Objetivo: Construir y mantener las estructuras de datos y las arquitecturas tecnológicas necesarias para el procesamiento, ingestión e implementación a gran escala de aplicaciones que usan datos de manera intensiva Funciones:Diseñar, desarrollar y mantiener los sistemas que procesan grandes volúmenes de datosAdministrar y organizar los datosDesarrollar, construir, probar y mantener arquitecturas de datosAlinear arquitectura con requisitos de la compañiaDesarrollar procesos de conjunto de datosIdentificar formas de mejorar la confiabilidad, eficiencia y calidad de los datosPreparar datos para modelos predictivos y prescriptivosUsar datos para descubrir tareas que pueden automatizarseLimpieza, validación, Data Quality y agregación de datosRequisitosFormación académica: Ingeniería de datos, Ingeniería en ciencia de datos, Ingeniería en sistemasConocimientos específicos: Linux, Phyton, R, Bases de ingenieria de software, Bases de datos No SQL y SQL, Jupyter Notebooks y editores de código, automatizaciòn y scripting, Librerias: Apache, dask y Pache spark, Airflow, Tecnologias cloud, Docker, Orquestadores Kubernetes, matemàtica: estadistica descriptivaExperiencia: Minímo 3 años en posiciones similares.",hybrid,0,Costa Rica,2023-04-05,Sin experiencia,Fulltime,Costa Rica
Data Engineer,IFF,"It is an exciting time at IFF as we continue to grow our Digital Operations team!Create a change that everyone wants a taste of. Make a difference at IFF. If you haven’t heard of IFF before (treasures are truly hard to find), it’s time to get excited. Welcome to the world’s best-kept secret and scent. At IFF, we apply science and creativity for a better world, push past traditional boundaries and towards a more sustainable future. We are on a mission to co-create sensorial experiences that delight and go beyond the expectations of consumers everywhere.While have grown over the years, we remain agile in our approach and put our customers’ needs at the forefront of our thinking. We are an international collective of thinkers represented at over 110 manufacturing sites and 100 R&D centers globally. Now is your chance to join us and help us to find digital solutions to make our work even better, more influential, and more sustainable.To achieve this ambitious goal, we need you. How You’ll Leave Your Mark as a Data Engineer, you will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross-functional teams.You will support our software developers, database architects, data analysts, and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.You will…Identify data solutions that have business applications and translate them into design specifications and codeWrite ETL processes, design database systems, and develop tools for real-time and offline analytic processingTroubleshoot software and processes for data consistency and integrity. Integrate large scale data from a variety of sources for business partners to generate insight and make decisionsDesign and conduct training sessions on tools, data sources, and architecture. Provide job aids and mentoring to team members and business usersKeep up to speed with the latest industry and technology developments, and apply them to solve analytics challenges focused on business performanceYou have…A degree in Computer Science or relatedAt least 5 years of software development or data engineering experienceProficiency with languages/tools Python, SQL, GitExperience with On Premise and Cloud based infrastructuresStrongly preferred:DevOps or MLOps experienceDocker, KubernetesExperience deploying ML and non-ML data products with AWSWhy working at IFF will be the cherry on the cake of your career. We cherish your individuality. Our diversity, equity, and inclusion programs prove that different backgrounds and attitudes are key factors to our success. We know your worth. We guarantee an attractive and competitive salary as a means of showing you our appreciation. We value your personal work style. We trust you. Whether you work remotely or on site, we want you to do what’s best for you and shape your work to fit your life. We trust your creativity. We support out-of-the-box thinking without hierarchies. In our teams, it’s the best idea that wins, not the one from the highest position. We want you to thrive. Our IFF university will meet all your personal development and growth needs because now is only the beginning. We care about you. Our health insurance and pension plans ensure that your well-being is secure – professionally and privately.",hybrid,0,Mexico,2023-03-24,Intermedio,Fulltime,Mexico
Data Engineer,Entravision Mobile Growth Solutions,"Data Engineer Level 2-4Entravision is a leading global advertising, media, and ad-tech solutions company connecting brands to consumers by representing top platforms and publishers. Our global commercial footprint is anchored by strategic regional operations in the US, Latin America, Europe, and Asia. This means 5 continents and 30+ countries, and on path to becoming a multinational tech and marketing powerhouse.These branches forge strong client relationships, robust sales operations, and a common globalized corporate culture. Headquartered in Santa Monica, California, USA. shares of Entravision Class A Common Stock trade on The New York Stock Exchange under the ticker symbol: EVC.We are seeking a Data Engineer to join our Global BA and Platforms team. to design, build, manage, and improve our data infrastructure to support robust analytical operations. S/he will assist in the expansion and maintenance of a data warehouse by the construction of views and tables, replace Alteryx workflows with SQL views to help automate manual reporting, support the BI Team with SQL expertise, and architect and implement solutions to meet Entravision's growing internal demand for accurate, accessible data. We are looking for an experienced SQL query-builder who is interested in honing their craft and expanding their role in an exciting, influential, and growing department. While we only have one opening, we will accept candidates for level 2, 3, or 4. The final candidate will work from Montevideo office reporting to the Manager of Enterprise Data Solution based in our US corporate office.Responsibilities IncludeDevelop database tables, views, and stored procedures.Create, monitor, and maintain ETL processes.Document the database and ETL systems including any changes or improvements to the database are implemented.Ensure data quality and integrity in databases.Monitor and report on costs for Database and ETL services.In collaboration with BI Manager, provide guidance, solution design, detailed requirements, and governance for data needs such as acquisition, query, update, transfer, store, archive, etc.Assist with schema design, code review, and SQL query tuning.Work with analysts to secure easy access to company data.Help prioritize, ensure execution, and communicate timelines for existing BI roadmap, new BI requests, and BI platform or underlying data issues.Proactively and regularly make recommendations for system improvementsStay up to date on best practices in Business Intelligence and Data Warehousing.Participate in special projects and perform other duties and assignments as needed. Soft SkillsA proactive team-player with the ability to multitask, think creatively, and learn quickly in a fast-paced, results-driven environment.A resourceful, motivated self-starter with the ability to complete work independently and on time.Strong verbal and written communications skills in English.The willingness to both offer, and receive, constructive feedback.Technical RequirementsLevel I:1 - 2 years of SQL Scripting experienceExperience in OLAP databases such as Snowflake or RedshiftExperience with a BI tool (Tableau, PowerBI, Microstrategy)Experience with an ETL tool (Fivetran, Stitch, Rivery, Airbyte)Cloud Storage (S3, Blob)Batch and Cron JobsLevel II (level I Plus)3+ years of SQL Scripting experienceExperience making API calls in Python, Curl, PostmanWrite testable production code in scripting language (Python, Scala, Java)Experience using JIRA Software and ConfluenceData serialization formats (CSV, JSON, XML, Parquet, Avro, YAML)Level III (level II Plus)Experience in making API calls in Python, Curl, PostmanExposure to transformation tool like DBTWrite testable production code in scripting language (Python, Scala, Java)Orchestrate cloud infrastructure using IaC tools (Terraform, AWS CloudFormation, Azure Resource Manager)Data serialization formats (CSV, JSON, XML, Parquet, Avro, YAML)Level IV (level III Plus)Experience with DevOps: CI/CD, deployment, orchestration, and control systems such as GitUnderstanding of NoSQL databasesData architecture and modeling (Kimball, Inmon, Data Vault)Experience with orchestrator tools such as Airflow or LuigiFamiliar with data governance strategies and tools Experience with PySparkKnowledge of data Streaming best practices and tools (Kafka, Kinesis) Other DutiesPlease note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.Entravision Communications Corporation participates in the E-Verify system operated by the US Department of Homeland Security and the Social Security Administration and will use E-Verify to confirm work eligibility for all new hire employees.Entravision Communications is an Equal Opportunity Employer.We encourage women and minorities to apply.",hybrid,0,Uruguay,2023-01-23,Sin experiencia,Fulltime,Uruguay
Data Engineer Senior,SAMSUNG SDS,"Buscamos por profissionais dinâmicos, motivados que buscam sempre por inovação, pois essa é a nossa missão, inovar sempre!Essa posição exige trabalho em equipe, boa comunicação e boa interação com a equipe e com os clientes.Principais atividades para um(a) Data Engineer Senior:Principais atividades:Elaboração de projetos de Engenharia de dados (ETL, API, importação de dados, exportação etc.);Analise de database Marketing (Dedup, Merge, Data Cleansing, Geomarketing);Analise e elaboração de estudos de perfil para segmentar os clientes;Análise e modelagem de dados.Gerenciamento de estruturas de dados, consultas, otimizações e procedimentos;Elaboração de stored procedures, queries (tuning) e ETL;Controle de qualidade das alterações do banco de dados geradas pelos desenvolvedores.Necessário:Experiência com Engenharia de Dados, gerenciamento de marketing de banco de dados ou modelagem de banco de dados (Procedimento Armazenado, Consultas e ETL);Experiência com bancos de dados relacionais (Oracle, MS SQL) e não-relacionais (Hadoop - Hive);Experiência com sistemas de CRM e sua relação com DBM;Experiência com pacote Office; Inglês intermediário para conversação;Graduação completa em Engenharia da Computação ou Ciência da Computação ou afins;Local de trabalho: MorumbiHorário de Trabalho: 09h00 às 18h00O que oferecemos?Assistência médica, Assistência odontólgica, Vale-refeição; Vale-transporte ou estacionamento, Seguro de Vida, Auxilío creche, PLR, Gym Pass e Acesso ao Portal Samsung para compra de produtos.*Vaga disponível também para PCD.Tudo isso em um ambiente dinâmico onde todos são apaixonados por TI e orientados a resultados.O que você está esperando para se juntar a nós?Se o seu perfil corresponde aos nossos valores e objetivos, deixe seu currículo conosco e não perca a chance de fazer parte da equipe Samsung SDS!",hybrid,0,Brazil,2023-03-20,Semi-senior-Senior,Fulltime,Brazil
Data Engineer - Junior - Azure,DWConsulware,"Constante interacción con los usuarios, Trabajar y colaborar con otros analistas de negocio para lograr los objetivos en común, Levantamiento de información y Elaboración de documentos de análisis, diseño, implementación, pases a producción, entre otrosRequisitos Universitario titulado en la carrera de Ingeniería de Sistemas de Información, Ingeniería de Sistemas, Software, Ciencia de la Computación o afines. Experiencia mínimo 1 año en proyectos de banca, telecomunicación, retail o seguro Experiencia en Análisis y Modelamiento de Base de Datos (relacionales y no relacionales) Experiencia en Tecnologías Big Data Phyton, R, Hadoop, Spark. Conocimiento y/o experiencia en tecnologías AZURE , ingesta de datos (ETL) minimo 6 meses Conocimiento y/o experiencia Herramientas de visualización como Tableau, BO, IBM Cognos, Power BIBeneficios Planilla completa desde el primer dia Capacitaciones Linea de carrera EPS cubierto al 30% Buen clima laboralFundada en 1998 , DWConsulware es líder en soluciones para la administración del desempeño corporativo (CPM).Nuestros productos y servicios permiten que las organizaciones alcancen un alto desempeño planificando , presupuestando y pronosticando , monitoreando con alertas y tableros de control , y analizando con inteligencia de negocios",hybrid,0,Peru,2023-02-09,Sin experiencia,Fulltime,Peru
Data Analyst,Rappi,"¡Oye, es hora de que te unas a nosotros para mostrarle al mundo que somos la empresa que está cambiando paradigmas, donde revolucionamos las horas, los minutos y los segundos!¿Quieres saber por qué Rappi?⭐️ VEMOS OPORTUNIDADES donde otros ven problemas;⭐️ VEMOS CERCANIA donde otros ven distancia;⭐️ VEMOS ADRENALINA donde otros ven presión.Únete a un equipo donde todos somos capaces de TODO, donde todos tenemos las mismas oportunidades, sin importar género, raza, orientación sexual, religión, nacionalidad, edad, discapacidad, formación o experiencia.¿Te ha gustado lo que has leído hasta ahora? Descubre cómo entregarás magia junto con nosotros a través de tu misión Rappi 🧡Revisa cómo impactarás nuestro ecosistema:Proporcionar soporte técnico y de análisis de datos al equipo de Velocidad manteniendo actualizadas las herramientas de datos y proponiendo las automatizaciones necesarias para una ejecución más rápida y la búsqueda de información clave.Requiere experiencia previa o conocimientos muy fuertes en SQL, PowerBI, y Python.Deseables conocimientos en econometría.Como parte de Rappi, serás responsable de:Proporcionar soporte técnico y de análisis de datos al equipo de Velocidad manteniendo actualizadas las herramientas de datos y proponiendo las automatizaciones necesarias para una ejecución más rápida y la búsqueda de información clave.Requiere experiencia previa o conocimientos muy fuertes en SQL, PowerBI, y Python.Deseables conocimientos en econometría.Bien y ahora, ¿Cuáles son los requisitos para que yo sea parte de este universo de neón?Tipo Empleador:RegularEmpleador:Rappi Technology ColombiaPara más información consulta nuestra pagina web https://about.rappi.com/es y revisa nuestras reseñas en Glassdoor https://acortar.link/Eqm07Q¡Te esperamos con mucha ansiedad y brillo en los ojos para entregar magia juntos! #Rappi 🧡",hybrid,0,Colombia,2023-04-11,Sin experiencia,Fulltime,Colombia
Científico de Datos Digital Junior - Colombia,ADL Digital Lab,"RolCientífico de Datos Digital JuniorRequisitosRequerimos vincular a nuestro equipo de trabajo profesional o recien egresado en Ingenieria de sistemas, electrónica, estadística, economía, matemáticas o carreras afines.Experiencia minima de dos (2) años como científico de datos digital trabajando con SQL, Python, MS Power BI, Minería de datos, Procesos de recolección y extracción de datos, Visual analytics Y Traducir Data de Apps.Condiciones LaboralesLugar de Trabajo: Colombia.Tipo de Contrato: A Término Indefinido. Salario: A convenir de acuerdo a la experiencia. Esta vacante es divulgada a través de ticjob.co",hybrid,0,Colombia,2023-04-05,Sin experiencia,Fulltime,Colombia
Pleno Data Engineer,Unilever,"A Unilever está contratando um Data Engineer Plenpara São Paulo/SP.A Unilever é o lugar onde você pode dar vida ao seu propósito com o trabalho que faz – criando um negócio melhor e um mundo melhor. Estamos à procura de talentos que gostariam de se juntar a nós nesta emocionante jornada.Nosso time de Data Hub está embarcando em uma incrível jornada, estamos em busca de uma pessoa com perfil analítico para nossa vaga de Jr Data Engineer especializada em tecnologias e soluções de dados em nuvem usando o Microsoft Azure.Se você for uma pessoa proativa, curiosa, com pensamento analítico e crítico, adoraríamos ter você em nosso time!O que você pode esperar da função?Desenvolver e implementar soluções de armazenamento de dados em nuvem, como data lakes, data warehouses e bancos de dados. Projetar e implementar pipelines de dados em nuvem, ETL e fluxos de trabalho automatizados usando serviços do Azure, como Azure Data Factory, Azure Databricks e Azure Synapse Analytics, Azure Logic Apps. Gerenciar e monitorar infraestruturas de dados em nuvem, garantindo a disponibilidade, desempenho e segurança dos sistemas de dados. Colaborar com outras equipes de negócios e tecnologia para entender as necessidades de dados da organização e desenvolver soluções que atendam a essas necessidades. Identificar e resolver problemas de dados e otimizar o desempenho dos sistemas de dados. Garantir a qualidade dos dados e a integridade dos sistemas de dados em nuvem. Fornecer suporte técnico e manutenção contínua dos sistemas de dados em nuvem.Isso se parece com você?Ensino Superior Completo;Excel Avançado; Inglês intermediário; Experiência comprovada em engenharia de dados em nuvem usando o Microsoft Azure. Conhecimento em serviços de armazenamento de dados em nuvem, como Azure Data Lake. Experiência comprovada em serviços de processamento de dados em nuvem, como Azure Data Factory, Azure Databricks e Azure Synapse Analytics, Azure Logic Apps. Conhecimento em tecnologias de banco de dados, como SQL Server, Oracle, MySQL ou PostgreSQL. Conhecimento em linguagens de programação, como Python, R ou Scala, e frameworks de big data, como Hadoop e Spark. Habilidade em comunicação e colaboração com outras equipes de negócios e tecnologia. Capacidade de entender os requisitos de negócios e traduzi-los em soluções de dados em nuvem. Forte atenção aos detalhes e habilidade em gerenciamento de projetos.Por que a Unilever?A Unilever é o lugar onde você pode dar vida ao seu propósito com o trabalho que faz – criando um negócio melhor e um mundo melhor. Você trabalhará em marcas que são amadas e que melhoram a vida de nossos consumidores e das comunidades ao nosso redor. Você liderará inovações, grandes e pequenas, que farão nosso negócio crescer e vencer. Você aprenderá com líderes brilhantes e colegas que fornecem orientação e inspiração para que você possa se tornar uma pessoa melhor.Nota: A Unilever abraça a Diversidade e incentiva as pessoas candidatas de todas as esferas da vida! Estamos comprometidos em fazer ajustes adequados para fornecer uma jornada de recrutamento positiva e sem barreiras. Se você precisar de qualquer suporte para concluir sua inscrição ou qualquer etapa subsequente ao longo de sua jornada de recrutamento aqui na Unilever, especifique como podemos ajudá-lo.Unilever is an organisation committed to equity, inclusion and diversity to drive our business results and create a better future, every day, for our diverse employees, global consumers, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. At Unilever we are interested in every individual bringing their ‘Whole Self’ to work and this includes you! Thus if you require any support or access requirements, we encourage you to advise us at the time of your application so that we can support you through your recruitment journey.",hybrid,0,Brazil,2023-04-07,Ayudante,Fulltime,Brazil
Desarrollador y Analista de Datos,LA NACION,"¿Te gustaría una posición como Desarrollador y analista de datos? ¡Súmate a LA NACION!El principal objetivo de la posición será desarrollar contenidos interactivos en LN Data. (Producción, automatización y análisis descriptivo)¿Cuáles serán tus principales desafíos?Investigar fuentes de datosEvaluar calidad de los datosRealizar análisis descriptivo de los datosRealizar limpieza y normalización de datasetsProponer preguntas a las basesCrear servicios para usuarios de LN y suscriptoresDocumentar metodologíaPara cumplir este rol, valoraremos que cuentes con:Conocimiento en Estadística descriptivaConocimiento de ExcelExperiencia en SQLConocimiento en Python/R¿Qué te ofrecemos?Formar parte de una organización en plena transformación digital, con grandes desafíos por delante.Contamos con un paquete de contratación excelente que incluye un conjunto de beneficios más que atractivos para quienes se sumen a nuestro equipo de trabajo.Zona de trabajo: Avenida del Libertador 101 - Vicente LópezHorario de trabajo: Full Time (Híbrido)",hybrid,0,Argentina,2023-04-13,Intermedio,Fulltime,Greater Buenos Aires
Jr Data Engineer,Unilever,"A Unilever está contratando um Jr Data Engineer para São Paulo/SP.A Unilever é o lugar onde você pode dar vida ao seu propósito com o trabalho que faz – criando um negócio melhor e um mundo melhor. Estamos à procura de talentos que gostariam de se juntar a nós nesta emocionante jornada.Nosso time de Data Hub está embarcando em uma incrível jornada, estamos em busca de uma pessoa com perfil analítico para nossa vaga de Jr Data Engineer especializada em tecnologias e soluções de dados em nuvem usando o Microsoft Azure.Se você for uma pessoa proativa, curiosa, com pensamento analítico e crítico, adoraríamos ter você em nosso time!O que você pode esperar da função?Desenvolver e implementar soluções de armazenamento de dados em nuvem, como data lakes, data warehouses e bancos de dados. Projetar e implementar pipelines de dados em nuvem, ETL e fluxos de trabalho automatizados usando serviços do Azure, como Azure Data Factory, Azure Databricks e Azure Synapse Analytics, Azure Logic Apps. Gerenciar e monitorar infraestruturas de dados em nuvem, garantindo a disponibilidade, desempenho e segurança dos sistemas de dados. Colaborar com outras equipes de negócios e tecnologia para entender as necessidades de dados da organização e desenvolver soluções que atendam a essas necessidades. Identificar e resolver problemas de dados e otimizar o desempenho dos sistemas de dados. Garantir a qualidade dos dados e a integridade dos sistemas de dados em nuvem. Fornecer suporte técnico e manutenção contínua dos sistemas de dados em nuvem.Isso se parece com você?Ensino Superior Completo;Excel Avançado; Inglês intermediário; Experiência comprovada em engenharia de dados em nuvem usando o Microsoft Azure. Conhecimento em serviços de armazenamento de dados em nuvem, como Azure Data Lake. Experiência comprovada em serviços de processamento de dados em nuvem, como Azure Data Factory, Azure Databricks e Azure Synapse Analytics, Azure Logic Apps. Conhecimento em tecnologias de banco de dados, como SQL Server, Oracle, MySQL ou PostgreSQL. Conhecimento em linguagens de programação, como Python, R ou Scala, e frameworks de big data, como Hadoop e Spark. Habilidade em comunicação e colaboração com outras equipes de negócios e tecnologia. Capacidade de entender os requisitos de negócios e traduzi-los em soluções de dados em nuvem. Forte atenção aos detalhes e habilidade em gerenciamento de projetos.Por que a Unilever?A Unilever é o lugar onde você pode dar vida ao seu propósito com o trabalho que faz – criando um negócio melhor e um mundo melhor. Você trabalhará em marcas que são amadas e que melhoram a vida de nossos consumidores e das comunidades ao nosso redor. Você liderará inovações, grandes e pequenas, que farão nosso negócio crescer e vencer. Você aprenderá com líderes brilhantes e colegas que fornecem orientação e inspiração para que você possa se tornar uma pessoa melhor.Nota: A Unilever abraça a Diversidade e incentiva as pessoas candidatas de todas as esferas da vida! Estamos comprometidos em fazer ajustes adequados para fornecer uma jornada de recrutamento positiva e sem barreiras. Se você precisar de qualquer suporte para concluir sua inscrição ou qualquer etapa subsequente ao longo de sua jornada de recrutamento aqui na Unilever, especifique como podemos ajudá-lo.Unilever is an organisation committed to equity, inclusion and diversity to drive our business results and create a better future, every day, for our diverse employees, global consumers, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. At Unilever we are interested in every individual bringing their ‘Whole Self’ to work and this includes you! Thus if you require any support or access requirements, we encourage you to advise us at the time of your application so that we can support you through your recruitment journey.",hybrid,0,Brazil,2023-04-07,Semi-senior-Senior,Fulltime,Brazil
Jr Data Engineer,Unilever,"A Unilever está contratando um Jr Data Engineer para São Paulo/SP.A Unilever é o lugar onde você pode dar vida ao seu propósito com o trabalho que faz – criando um negócio melhor e um mundo melhor. Estamos à procura de talentos que gostariam de se juntar a nós nesta emocionante jornada.Nosso time de Data Hub está embarcando em uma incrível jornada, estamos em busca de uma pessoa com perfil analítico para nossa vaga de Jr Data Engineer especializada em tecnologias e soluções de dados em nuvem usando o Microsoft Azure.Se você for uma pessoa proativa, curiosa, com pensamento analítico e crítico, adoraríamos ter você em nosso time!O que você pode esperar da função?Desenvolver e implementar soluções de armazenamento de dados em nuvem, como data lakes, data warehouses e bancos de dados. Projetar e implementar pipelines de dados em nuvem, ETL e fluxos de trabalho automatizados usando serviços do Azure, como Azure Data Factory, Azure Databricks e Azure Synapse Analytics, Azure Logic Apps. Gerenciar e monitorar infraestruturas de dados em nuvem, garantindo a disponibilidade, desempenho e segurança dos sistemas de dados. Colaborar com outras equipes de negócios e tecnologia para entender as necessidades de dados da organização e desenvolver soluções que atendam a essas necessidades. Identificar e resolver problemas de dados e otimizar o desempenho dos sistemas de dados. Garantir a qualidade dos dados e a integridade dos sistemas de dados em nuvem. Fornecer suporte técnico e manutenção contínua dos sistemas de dados em nuvem.Isso se parece com você?Ensino Superior Completo;Excel Avançado; Inglês intermediário; Experiência comprovada em engenharia de dados em nuvem usando o Microsoft Azure. Conhecimento em serviços de armazenamento de dados em nuvem, como Azure Data Lake. Experiência comprovada em serviços de processamento de dados em nuvem, como Azure Data Factory, Azure Databricks e Azure Synapse Analytics, Azure Logic Apps. Conhecimento em tecnologias de banco de dados, como SQL Server, Oracle, MySQL ou PostgreSQL. Conhecimento em linguagens de programação, como Python, R ou Scala, e frameworks de big data, como Hadoop e Spark. Habilidade em comunicação e colaboração com outras equipes de negócios e tecnologia. Capacidade de entender os requisitos de negócios e traduzi-los em soluções de dados em nuvem. Forte atenção aos detalhes e habilidade em gerenciamento de projetos.Por que a Unilever?A Unilever é o lugar onde você pode dar vida ao seu propósito com o trabalho que faz – criando um negócio melhor e um mundo melhor. Você trabalhará em marcas que são amadas e que melhoram a vida de nossos consumidores e das comunidades ao nosso redor. Você liderará inovações, grandes e pequenas, que farão nosso negócio crescer e vencer. Você aprenderá com líderes brilhantes e colegas que fornecem orientação e inspiração para que você possa se tornar uma pessoa melhor.Nota: A Unilever abraça a Diversidade e incentiva as pessoas candidatas de todas as esferas da vida! Estamos comprometidos em fazer ajustes adequados para fornecer uma jornada de recrutamento positiva e sem barreiras. Se você precisar de qualquer suporte para concluir sua inscrição ou qualquer etapa subsequente ao longo de sua jornada de recrutamento aqui na Unilever, especifique como podemos ajudá-lo.Unilever is an organisation committed to equity, inclusion and diversity to drive our business results and create a better future, every day, for our diverse employees, global consumers, partners, and communities. We believe a diverse workforce allows us to match our growth ambitions and drive inclusion across the business. At Unilever we are interested in every individual bringing their ‘Whole Self’ to work and this includes you! Thus if you require any support or access requirements, we encourage you to advise us at the time of your application so that we can support you through your recruitment journey.",hybrid,0,Brazil,2023-04-07,Semi-senior-Senior,Fulltime,Brazil
Data Analyst,Walmart Global Tech,"Data AnalystAbout us/team scope:We are the End-to-End Supply Chain team of Walmart USA based in Costa Rica. We design advanced analytical solutions to resolve supply chain strategic problems. We are responsible for the establishment of the data foundation and governance of the supply chain data, providing stewardship, ensuring quality & resolving data issues to offer the single version of truth for the end-to-end supply chain.Entry Requirements – Minimum Qualifications:· Bachelor’s degree in computer science, engineering, or a data related field.· 3+ years of experience in data analyst or business intelligence related position.· High intermediate / Advanced English level (B2+ - C1). Able to communicate in English (written and spoken) with native speakers.· Proven SQL experience and presenting results to different stakeholders.· Good interpersonal relationships and presentation skills.· Demonstrated teamwork and customer centered abilities. Desired skills:· Database management using tools like Big Query, Presto, Hadoop, MSSQL Server, Oracle.· Cloud Technologies Knowledge.· Advance level proficiency in Structured Query Language (SQL).· Data Visualization tools such as: Tableau, Power BI and/or Looker.· Availability to travel to Home Office (USA) if required.Job description (Individual Contributor role):We are searching for a Data Analyst responsible of enable advance analytics solutions aligned with data management and business requirements using cloud technologies such as Google Cloud and Azure.We are searching for a Data Analyst responsible for: · Translates business logic from multiple data sources like Excel, Oracle, SQL Server to complex SQL queries to calculate KPIs.· Perform data analysis to solve complex problems and identify value generating trends and insights from multiple data sources.· Create ad-hoc reports and database queries to support customer data analytics objectives, including identifying key insights, trends, and focal points within the data.Performs initial data quality checks on extracted data and end to end data validation to maintain accuracy of the KPIs.· Supports the understanding of the priority order of requirements and service level agreements. Helps identify the most suitable source for data that is fit for purpose. · Identifies what methods (for example, analytics, big data analytics, automation) would provide a solution for the problem. Shares use cases and gives examples to demonstrate how the method would solve the business problem.· Engage with customers from different areas to understand their business needs from a data standpoint and translate those into actions plans to fulfill those needs. · Communicate effectively and develop relationship with technical experts and business leaders in a dynamic, multicultural, and international environment.",hybrid,0,Costa Rica,2023-03-27,Algo de responsabilidad,Fulltime,Costa Rica
Data Analyst,Coodesh,"Buscamos Data AnalystSkills: Django, Python, Pandas, Celery, Numpy.📋 Requisitos Noções de Django; Python para dados (pandas not e outras bibliotecas) Intermediário/avançado; Experiência em modelagem de dados e desenvolvimento de relatórios/dashboards via Power BI; Experiência em consultas SQL; Aprendizado contínuo e compartilhamento de suas percepções; Habilidade para trabalho em equipe e bom relacionamento com cliente.🚀 Benefícios GymPass; Inglês; Plano de Saúde; Horários Flexíveis; Bônus por resultado.🧐 Características Nível: undefined Formato: undefined Faixa Salarial: undefined Formato: undefined Tipo: undefined Localização: Belo HorizonteVaga publicada na plataforma da Coodesh, fique atento ao redirecionamento que vai te levar para uma url coodesh.com com o pop-up personalizado de candidatura. 👋",hybrid,0,Brazil,2023-04-12,Semi-senior-Senior,Fulltime,Brazil
